food_code,food_name,servings_unit,veg_nonveg_flag,Region,Meal_Type,is_processed_flag,is_spicy_flag,contains_dairy_flag,energy_kcal,carb_g,protein_g,fat_g,freesugar_g,fibre_g,sfa_mg,mufa_mg,pufa_mg,calcium_mg,iron_mg,magnesium_mg,sodium_mg,potassium_mg,zinc_mg,vita_mcg,folate_mcg,vitc_mg,carb_to_fibre_ratio,protein_to_carb_ratio,unsat_to_sat_fat_ratio
ASC353,Cauliflower pakora/pakoda (Phoolgobhi ke pakode),plate,0,General,Evening Snacks,0,0,0,4530.17,30.48,13.33,484.71,1.58,8.52,58260.15,99358.94,306738.88,56.94,2.86,52.17,448.82,437.51,1.04,0.0,133.47,37.72,3.5774647887323945,0.4373359580052493,6.970421806329026
ASC354,Mixed vegetable pakora/pakoda,plate,0,General,Evening Snacks,0,0,0,4544.85,34.56,13.08,484.67,2.59,7.6,58247.43,99363.24,306715.47,64.41,3.07,64.12,440.82,507.51,1.07,0.0,143.18,21.46,4.547368421052632,0.3784722222222222,6.971615915071274
ASC355,Spinach pakora/pakoda (Palak pakoda),plate,0,General,Dessert,0,0,0,4521.57,29.67,12.47,484.62,1.3,6.5,58239.75,99356.2,306684.06,69.73,3.27,68.49,441.26,424.3,0.98,0.0,153.51,12.12,4.564615384615385,0.42028985507246375,6.971875050974635
ASC356,Methi pakora/pakoda (Methi ke pakode),plate,0,General,Evening Snacks,0,0,0,4525.58,29.72,13.08,484.69,1.56,7.51,58246.15,99347.13,306744.06,146.41,4.37,59.17,443.05,264.7,1.01,0.0,126.81,23.31,3.9573901464713717,0.44010767160161507,6.971983384309521
ASC357,Egg pakora/pakoda (Ande ke pakode),plate,1,General,Dessert,0,0,0,4579.22,28.85,18.25,488.94,1.2,5.55,59645.55,101079.58,307142.06,61.53,3.0,39.71,485.74,243.3,1.41,99.0,121.37,0.01,5.198198198198199,0.6325823223570191,6.844125672409761
ASC358,Bread pakora/pakoda,plate,0,General,Dessert,0,0,0,4653.42,58.07,16.83,485.62,3.0,7.29,58166.55,99339.08,306566.06,129.81,2.99,46.9,664.24,254.71,1.21,0.0,114.11,0.01,7.965706447187928,0.289822627862924,6.978325859106308
ASC359,Paneer pakora/pakoda,plate,0,General,Evening Snacks,0,0,1,4644.45,35.73,21.15,491.86,7.01,5.74,62598.2,101497.1,306805.59,280.54,2.75,49.8,851.75,219.09,2.19,0.0,143.43,0.07,6.2247386759581875,0.5919395465994962,6.522594739145855
ASC360,Potato bonda (Aloo bonda),bonda,0,General,Dessert,0,0,0,1134.09,8.13,1.95,121.5,0.48,1.49,14615.1,25038.62,76803.28,12.17,0.67,16.16,237.51,189.84,0.25,0.0,16.02,8.96,5.456375838926175,0.2398523985239852,6.968265697805694
ASC361,Potato samosa (Aloo ka samosa),samosa,0,General,Dessert,0,0,0,813.76,12.97,2.41,83.42,0.41,1.68,10648.53,17175.36,52058.01,10.75,0.7,16.04,108.66,193.79,0.31,12.29,12.8,11.27,7.720238095238096,0.18581341557440248,6.5016833309386355
ASC362,Minced meat samosa (Keema ka samosa),samosa,0,General,Dessert,0,0,0,837.51,8.28,5.97,86.67,0.68,0.52,12186.27,18488.78,52167.86,9.04,0.74,10.49,119.55,110.57,1.0,13.54,4.62,0.82,15.923076923076922,0.7210144927536232,5.7980530547903495
ASC363,Paneer and pea samosa (Paneer matar ka samosa),samosa,0,General,Dessert,0,0,1,841.31,11.53,5.42,85.84,2.28,1.37,11490.61,17812.62,52874.68,87.07,0.72,14.86,105.44,70.91,0.73,0.0,26.39,6.67,8.416058394160583,0.4700780572419775,6.151744772470739
ASC364,Mathri,kachori,0,General,Evening Snacks,0,0,0,702.18,10.75,1.53,72.47,0.26,0.52,8707.82,14856.41,45899.36,4.56,0.37,5.05,56.43,26.47,0.13,0.0,2.38,0.0,20.673076923076923,0.14232558139534884,6.977150423412519
ASC365,Khasta kachori,kachori,0,General,Evening Snacks,0,0,0,717.57,12.9,2.53,72.76,0.34,0.98,8745.75,14917.49,46059.73,7.89,0.59,12.99,91.17,78.66,0.27,0.0,6.38,0.86,13.16326530612245,0.19612403100775191,6.972211645656462
ASC366,Vegetable cutlet,cutlet,0,General,Dessert,1,0,0,2247.57,15.82,4.21,240.91,1.17,3.15,29031.47,49439.98,152121.84,45.75,1.36,27.09,288.37,348.35,0.54,12.38,30.52,16.89,5.022222222222222,0.2661188369152971,6.94287337155163
ASC367,Flattened rice cutlet (Chirwa cutlet/Chivda cutlet/Poha cutlet),cutlet,0,General,Breakfast,1,0,0,2325.01,24.5,5.82,244.81,0.89,2.84,29873.16,51330.31,153328.13,30.37,1.95,48.26,253.98,395.86,0.84,12.38,23.98,12.63,8.626760563380282,0.23755102040816328,6.850913662967025
ASC368,Peanut cutlet (Mungfali ke cutlet),cutlet,0,General,Evening Snacks,1,0,0,2367.67,19.23,8.9,250.75,1.73,4.09,31052.16,54017.11,154979.17,48.71,1.91,67.78,285.43,485.56,1.14,12.38,38.52,12.63,4.701711491442543,0.4628185127405096,6.73049089016674
ASC369,Fish cutlet (Machli ka cutlet),cutlet,1,General,Dessert,1,0,0,2284.43,10.92,9.66,244.64,1.0,1.88,30269.32,50246.63,153707.59,36.42,1.24,31.47,262.86,380.9,0.52,23.74,19.06,10.46,5.808510638297872,0.8846153846153846,6.737984863881977
ASC370,Paneer potato cutlet (Paneer aloo cutlet),cutlet,0,General,Evening Snacks,1,0,1,2309.88,17.95,8.48,245.09,3.51,1.41,31410.43,50725.06,152258.28,155.69,1.32,24.96,294.18,332.01,1.1,24.75,41.52,11.61,12.73049645390071,0.47242339832869085,6.462291028807947
ASC371,Spinach chickpeas cutlet (Palak channa dal cutlet),cutlet,0,General,Lunch,1,0,0,2255.6,16.17,4.72,241.28,0.53,3.05,29083.66,49525.72,152364.45,37.05,1.86,38.82,259.41,474.12,0.71,12.38,49.07,16.18,5.301639344262296,0.2918985776128633,6.94170437971012
ASC372,Cheese toast,toast,0,General,Dessert,0,0,1,1138.78,7.95,2.88,121.96,0.76,0.46,15390.03,25130.38,76056.23,63.6,0.45,5.91,175.52,37.76,0.32,23.06,6.85,0.0,17.282608695652172,0.3622641509433962,6.574815643634222
ASC375,Vegetable burger,burger,0,General,Dessert,1,0,0,2678.94,70.53,16.81,260.88,9.68,8.75,30885.14,58984.0,158157.05,134.39,3.62,33.31,870.63,468.2,0.83,37.4,40.96,24.68,8.060571428571428,0.2383382957606692,7.030599505134184
ASC376,Cheese pizza,piece,0,General,Dessert,1,0,1,327.1,40.15,7.59,16.3,4.48,2.55,3076.88,2265.46,4522.41,126.53,1.43,22.76,521.43,200.45,0.83,29.62,15.85,6.72,15.745098039215687,0.18904109589041096,2.206088635240893
ASC377,Vegetable seekh kebab,kabab,0,General,Dessert,0,0,0,1136.38,8.76,2.59,121.28,1.22,0.96,15085.79,24950.92,76055.52,53.74,0.59,13.03,137.65,171.96,0.36,0.0,13.84,6.86,9.125,0.295662100456621,6.695469047361788
ASC378,Masala vada,vada,0,South,Evening Snacks,0,1,0,2228.2,10.96,4.55,240.5,0.64,2.88,28884.12,49300.62,152256.66,20.1,1.4,28.16,201.05,262.16,0.67,0.0,32.14,2.05,3.805555555555556,0.4151459854014598,6.9781346982355705
ASC379,Peanut sago vada (Sabudana mungfali vada),vada,0,South,Evening Snacks,0,0,0,2291.54,21.82,3.1,243.93,0.59,1.9,29655.24,51062.27,153153.45,15.36,1.17,31.73,217.85,288.78,0.45,0.0,15.66,9.74,11.48421052631579,0.14207149404216315,6.886328352088872
ASC380,Vegeterian scotch egg,piece,1,General,Dessert,0,0,0,2277.34,15.51,7.23,243.12,0.78,1.93,29745.2,50300.46,152343.48,50.78,1.54,21.45,311.79,269.39,0.75,61.88,32.4,12.53,8.036269430051814,0.4661508704061896,6.81266019391364
ASC381,Paneer shaslik/tikka,plate,0,General,Dessert,0,0,1,411.69,35.01,22.43,19.71,20.21,5.41,9526.99,5212.98,3366.35,543.33,2.96,69.54,453.54,574.35,3.37,0.0,174.74,107.71,6.471349353049907,0.6406740931162526,0.9005289183677111
ASC382,Peanut brittle (Moongfali ki chikki),piece,0,General,Evening Snacks,0,0,0,78.91,11.69,1.71,2.74,10.82,0.65,663.7,1213.02,739.54,16.75,0.79,26.69,3.94,103.44,0.25,2.31,7.48,0.0,17.984615384615385,0.14627887082976904,2.9419315956004217
ASC383,Spring roll,spring roll,0,General,Dessert,0,0,0,587.39,8.06,1.7,60.85,0.56,0.63,7373.9,12522.11,38393.04,8.96,0.46,6.59,125.07,57.3,0.17,6.19,9.59,4.59,12.793650793650794,0.2109181141439206,6.904779017887415
ASC384,Dry mango chutney (Sookhe aam ki chutney),tablespoon,0,General,Dessert,0,0,0,82.58,19.16,0.67,0.19,17.14,1.04,40.73,26.15,92.76,19.96,1.1,21.49,121.3,181.31,0.12,0.0,5.17,0.25,18.423076923076923,0.0349686847599165,2.9194696783697522
ASC385,Peanut chutney (Mungfali ki chutney),tablespoon,0,General,Dessert,0,0,0,54.26,2.07,2.48,4.0,0.58,1.2,827.71,1835.31,1178.82,7.31,0.42,21.7,99.82,87.0,0.34,0.0,10.14,4.2,1.7249999999999999,1.1980676328502415,3.6415290379480734
ASC386,Coconut chutney (Nariyal ki chutney),tablespoon,0,General,Evening Snacks,0,0,0,67.37,2.1,0.91,6.33,0.96,1.71,3639.31,527.51,739.32,3.98,0.32,6.35,108.49,58.49,0.1,0.0,4.74,4.13,1.2280701754385965,0.43333333333333335,0.34809620504985833
ASC387,Mint and coriander chutney (Pudinay aur dhaniye ki chutney),tablespoon,0,General,Evening Snacks,0,0,0,26.98,5.57,0.74,0.13,4.18,1.14,29.09,17.63,57.4,28.25,1.25,16.49,102.99,120.8,0.14,0.0,10.89,3.62,4.885964912280702,0.13285457809694792,2.5792368511515984
ASC395,Custard tart,tart,0,General,Evening Snacks,0,0,0,161.73,20.55,2.67,7.69,6.67,0.65,4749.33,1945.82,333.3,41.2,0.35,9.31,42.83,82.96,0.27,71.85,5.64,1.18,31.615384615384617,0.12992700729927006,0.47988242552107346
ASC396,Lemon tart,tart,0,General,Dessert,0,0,0,165.14,16.7,3.33,9.5,5.81,0.44,5602.6,2534.92,488.29,13.08,0.53,7.07,41.42,51.3,0.31,120.55,9.19,2.66,37.95454545454545,0.19940119760479044,0.5396083961018099
ASC397,Jam tart,tart,0,General,Evening Snacks,0,0,0,130.54,16.71,1.6,6.28,5.33,0.41,3921.53,1575.85,263.7,4.43,0.27,4.8,25.45,24.34,0.14,71.85,2.44,0.0,40.75609756097561,0.09575104727707959,0.4690898705352247
ASC398,Orange cream tart,tart,0,General,Dessert,0,0,0,142.32,19.8,1.86,6.3,7.28,0.46,3924.67,1578.32,270.74,9.99,0.42,9.81,26.6,98.19,0.15,71.85,13.7,19.6,43.04347826086956,0.09393939393939395,0.47113770074936234
ASC399,Pineapple tart,tart,0,General,Dessert,0,0,0,150.83,22.09,1.77,6.34,8.56,0.67,3927.11,1579.93,272.53,9.28,0.38,8.16,29.24,55.44,0.2,71.85,6.84,6.85,32.97014925373134,0.08012675418741512,0.47171074912594757
ASC400,Cheese and mushroom tart,tart,0,General,Evening Snacks,0,0,1,165.5,14.41,3.7,10.28,2.12,0.79,6377.47,2633.27,434.85,67.9,0.4,10.57,142.85,91.71,0.4,107.88,7.96,6.53,18.240506329113924,0.25676613462873005,0.4810873277334115
ASC401,Cottage cheese pie,pie,0,General,Evening Snacks,0,0,1,813.33,70.32,25.35,47.06,12.32,7.51,24463.21,11792.42,7287.08,367.72,3.12,77.27,351.54,435.95,3.34,319.33,124.39,36.25,9.36351531291611,0.36049488054607515,0.7799262647870006
ASC402,Minced meat pie,pie,0,General,Evening Snacks,0,0,0,783.93,64.1,26.11,46.14,5.02,8.23,22713.45,12464.52,7423.93,64.17,3.77,79.02,452.38,657.75,3.93,322.67,69.49,37.52,7.788578371810448,0.4073322932917317,0.8756243547325483
ASC403,Apple cinnamon pie,slice,0,General,Dessert,0,0,0,458.28,59.65,5.94,21.62,21.17,3.13,13261.34,5394.18,1091.43,28.59,1.16,21.87,106.53,159.6,0.58,245.69,11.58,2.24,19.057507987220447,0.09958088851634536,0.4890614372303252
ASC404,Lemon meringue pie,slice,0,General,Evening Snacks,0,0,0,352.07,55.07,6.08,12.8,33.21,0.69,7292.26,3498.53,748.13,26.34,1.05,12.68,133.54,91.16,0.6,169.25,17.48,5.1,79.81159420289856,0.11040493916833122,0.5823516989246131
ASC405,Chocolate meringue pie,slice,0,General,Dessert,0,0,0,395.69,53.06,9.17,16.9,27.7,0.69,9742.31,4694.46,870.77,103.14,1.7,47.99,148.82,239.55,1.22,169.25,23.21,1.26,76.89855072463769,0.17282321899736147,0.5712433704121507
ASC407,Cream puffs,puff,0,General,Dessert,0,0,0,160.19,11.58,3.4,11.2,4.3,0.28,6716.35,3022.44,516.55,27.45,0.42,6.42,71.47,55.37,0.31,154.8,8.79,0.2,41.357142857142854,0.2936096718480138,0.5269216166519016
ASC408,Chocolate eclairs,éclair,0,General,Dessert,0,0,0,405.21,44.38,7.17,22.84,29.35,0.55,13688.71,6188.88,1045.1,57.9,1.15,23.23,145.35,142.94,0.78,309.6,18.34,0.4,80.69090909090909,0.1615592609283461,0.5284632372224994
ASC409,Cheese balls,piece,0,General,Evening Snacks,0,0,1,402.95,2.84,1.31,42.92,0.37,0.11,6538.67,9006.81,25468.5,17.75,0.19,2.32,71.39,16.31,0.14,37.83,2.95,0.01,25.818181818181817,0.46126760563380287,5.272526370041613
ASC411,Minced meat patties,patty,0,General,Dessert,0,0,0,345.0,19.81,8.93,25.41,1.14,1.0,4729.99,6241.33,12888.9,24.97,1.21,17.14,327.42,155.27,1.28,45.15,16.37,1.58,19.81,0.4507824331145886,4.044454639438984
ASC412,Cheese patties,patty,0,General,Dessert,0,0,1,336.84,23.11,7.67,23.57,4.09,1.29,4664.76,5127.89,12585.08,131.42,0.85,19.63,306.92,100.95,0.97,0.0,31.43,3.37,17.91472868217054,0.33189095629597576,3.7971878510362806
ASC413,Hot cheese souffle,bowl,0,General,Dessert,0,0,1,525.53,16.04,27.25,39.26,8.64,0.36,21712.29,11459.62,2222.39,502.02,2.46,39.71,851.55,388.28,3.03,486.28,66.94,2.41,44.55555555555556,1.6988778054862843,0.6301504815936043
ASC414,Hot potato souffle,bowl,0,General,Dessert,0,0,0,460.78,31.41,20.2,28.04,6.53,2.41,14604.56,8306.21,1962.19,208.45,2.89,55.09,356.48,948.48,2.07,351.28,78.05,30.19,13.033195020746888,0.6431072906717605,0.7030954715513511
ASC415,Hot fish souffle,bowl,1,General,Dessert,0,0,0,524.16,13.54,41.17,33.9,6.14,0.36,17755.09,9548.42,2910.19,213.39,2.58,64.85,406.85,605.28,2.37,387.65,70.97,2.41,37.61111111111111,3.040620384047268,0.7016923034465047
ASC416,Hot spinach souffle,bowl,0,General,Evening Snacks,0,0,0,413.6,16.62,21.56,28.72,6.5,3.93,14826.79,8353.87,2249.89,320.46,6.63,156.66,415.37,1236.78,2.42,351.28,272.44,47.83,4.229007633587786,1.2972322503008422,0.7151757055977727
ASC417,Plain cream cake,piece,0,General,Dessert,1,0,0,188.47,25.13,3.29,8.61,14.77,0.38,5042.7,2317.25,443.97,22.34,0.55,6.28,92.65,46.28,0.33,108.57,8.66,0.08,66.13157894736841,0.1309192200557103,0.5475677712336646
ASC418,Apple cake (Seb ka cake),piece,0,General,Dessert,1,0,0,197.25,26.85,3.36,8.75,15.99,0.83,5071.81,2326.76,485.94,26.51,0.61,8.16,93.13,65.39,0.35,108.57,9.32,1.16,32.34939759036145,0.12513966480446925,0.554575191105345
ASC419,Marble cake,piece,0,General,Evening Snacks,1,0,0,189.78,25.12,3.38,8.72,14.77,0.38,5106.7,2353.25,446.97,21.22,0.6,8.86,74.22,53.7,0.36,108.57,8.85,0.08,66.10526315789474,0.13455414012738853,0.5483423737442967
ASC420,Chocolate cake,piece,0,General,Dessert,1,0,0,197.59,26.57,3.54,8.94,16.24,0.38,5240.2,2416.76,453.64,24.22,0.64,10.45,142.43,61.64,0.38,108.57,9.21,0.15,69.92105263157895,0.13323296951449,0.5477653524674632
ASC421,Orange cake,piece,0,General,Evening Snacks,1,0,0,186.18,25.13,3.18,8.44,14.77,0.43,4941.3,2271.89,438.99,15.47,0.55,6.33,54.88,47.19,0.31,108.57,9.25,1.88,58.44186046511628,0.12654198169518505,0.5486167607714569
ASC422,Fruit Loaf ,slice,0,General,Dessert,0,0,0,181.14,25.98,3.0,7.44,13.71,0.49,4372.49,1987.62,384.0,25.54,0.53,7.3,89.73,65.25,0.3,90.41,7.82,2.47,53.02040816326531,0.11547344110854503,0.5423957516197865
ASC423,Banana cake (Kele ka cake),slice,0,General,Evening Snacks,1,0,0,258.3,26.52,3.83,15.46,15.28,0.76,2188.57,4052.22,8396.04,15.62,0.76,20.86,78.12,104.51,0.5,24.75,11.33,0.98,34.89473684210526,0.14441930618401208,5.687850971182096
ASC424,Chocolate chiffon cake,slice,0,General,Dessert,1,0,0,227.06,27.59,4.2,11.51,17.67,0.51,2423.89,2688.32,5647.98,30.71,0.78,21.07,137.38,101.05,0.48,50.53,12.0,0.21,54.09803921568627,0.15222906850308082,3.439223727149334
ASC425,Christmas cake,slice,0,General,Evening Snacks,1,0,0,388.57,50.32,5.72,17.59,28.6,1.55,9209.11,5679.64,1191.33,42.69,1.37,32.09,67.56,183.65,0.8,186.81,17.06,8.51,32.464516129032255,0.11367249602543719,0.7461057583197508
ASC426,Strawberry and vanilla cake with butter icing,slice,0,General,Evening Snacks,1,0,0,431.68,51.56,4.53,23.75,37.78,0.92,14457.95,6198.73,1060.38,32.82,0.82,11.38,124.96,86.83,0.48,288.47,12.8,8.4,56.04347826086956,0.08785880527540729,0.5020843203912034
ASC427,Eggless cake,slice,1,General,Evening Snacks,1,0,0,193.93,28.13,4.95,7.16,16.89,0.41,4459.11,1818.48,289.58,129.84,0.37,16.17,189.31,166.82,0.53,113.1,7.58,1.35,68.60975609756098,0.17596871667259156,0.47275353153431965
ASC429,Swiss roll,swiss roll,0,General,Dessert,0,0,0,159.31,30.57,4.62,2.38,20.84,0.34,751.84,876.6,330.89,15.25,0.75,6.87,32.83,55.08,0.43,49.5,14.36,0.0,89.91176470588235,0.15112855740922473,1.6060464992551606
ASC430,Pineapple pastry ,pastry,0,General,Dessert,0,0,0,189.99,26.5,5.53,7.19,17.19,0.66,3796.3,2148.84,496.64,39.21,0.79,10.42,40.42,97.93,0.52,122.25,17.42,3.64,40.15151515151515,0.20867924528301887,0.6968574664805205
ASC431,Black forest pastry,pastry,0,General,Dessert,0,0,0,217.78,32.15,5.68,7.89,19.91,0.5,4218.72,2376.29,527.41,41.17,0.86,12.65,49.83,103.48,0.55,122.63,16.28,0.91,64.3,0.17667185069984448,0.6882893389464102
ASC432,Coconut finger,finger,0,General,Dessert,0,0,0,196.52,30.43,5.07,6.34,20.41,1.34,3447.97,1108.48,388.95,17.19,0.93,12.94,33.51,100.93,0.52,49.5,15.88,0.0,22.708955223880597,0.1666118961551101,0.4342932218087745
ASC433,Pineapple cake ,slice,0,General,Dessert,1,0,0,1003.28,120.6,25.72,47.93,82.89,3.88,27363.03,13684.28,2649.6,251.65,3.31,54.92,192.25,556.02,2.44,780.0,80.64,27.35,31.082474226804123,0.2132669983416252,0.5969324303631579
ASC439,Chocolate walnut cookies (Chocolate aur akhrot ke cookies),cookie,0,General,Dessert,0,0,0,110.01,12.2,1.7,6.12,5.85,0.4,2744.2,1490.2,1373.73,9.35,0.35,11.22,72.62,40.97,0.23,42.54,4.22,0.16,30.499999999999996,0.13934426229508198,1.0436302018803296
ASC440,Chocolate chip cookies,cookie,0,General,Evening Snacks,0,0,0,93.03,12.68,1.27,4.24,6.63,0.23,2576.26,1128.0,190.5,5.42,0.27,5.03,60.88,24.96,0.13,44.34,2.62,0.0,55.130434782608695,0.10015772870662461,0.5117884064496595
ASC441,Sweet plain biscuit,biscuit,0,General,Dessert,0,0,0,54.47,7.19,0.84,2.53,3.11,0.15,1538.62,652.23,115.97,6.13,0.13,2.13,18.97,13.01,0.08,29.36,1.7,0.03,47.93333333333334,0.11682892906815019,0.49927857430684647
ASC442,Chocolate biscuit,biscuit,0,General,Dessert,0,0,0,57.49,7.81,0.89,2.59,3.66,0.15,1574.17,672.23,117.63,6.28,0.17,3.52,19.23,17.41,0.1,29.36,1.81,0.03,52.06666666666666,0.11395646606914213,0.5017628337473081
ASC443,Coconut biscuit (Nariyal ke biscuit),biscuit,0,General,Dessert,0,0,0,81.56,8.04,1.08,5.09,3.89,0.68,3265.94,892.06,162.66,7.09,0.25,5.33,19.83,38.02,0.13,34.68,2.51,0.03,11.823529411764703,0.13432835820895525,0.32294530824203754
ASC444,Sweet and salty biscuit (Meethay aur namkeen biscuit),biscuit,0,General,Dessert,0,0,0,43.74,4.83,0.66,2.4,0.77,0.18,1497.88,603.88,99.97,3.99,0.11,1.98,44.47,11.79,0.06,26.61,1.02,0.03,26.833333333333336,0.13664596273291926,0.469897455069832
ASC445,Peanut biscuit,biscuit,0,General,Dessert,0,0,0,71.3,8.31,1.5,3.63,3.78,0.44,1764.84,1161.59,437.74,8.99,0.24,7.56,35.96,32.17,0.17,29.36,4.23,0.03,18.886363636363637,0.18050541516245486,0.9062181274223159
ASC446,Pin wheel biscuit,biscuit,0,General,Dessert,0,0,0,80.41,10.84,1.07,3.71,4.62,0.23,2310.3,941.82,152.95,8.49,0.22,5.47,26.18,24.39,0.13,39.92,1.72,0.05,47.130434782608695,0.09870848708487086,0.47386486603471406
ASC447,Saffron biscuit (Kesar biscuit),biscuit,0,General,Dessert,0,0,0,50.51,6.58,0.67,2.42,2.47,0.21,1333.5,685.05,159.6,2.83,0.14,2.9,0.62,13.22,0.07,20.49,1.1,0.01,31.333333333333336,0.10182370820668693,0.6334083239595051
ASC448,Masala biscuit,biscuit,0,General,Evening Snacks,0,1,0,63.64,7.3,0.98,3.35,1.1,0.35,1975.04,868.22,187.55,8.69,0.21,4.12,115.51,22.04,0.1,30.97,2.15,0.15,20.857142857142858,0.13424657534246576,0.5345562621516526
ASC449,Ice box cookies,cookie,0,General,Dessert,0,0,0,51.87,7.77,0.79,2.0,3.7,0.18,1205.51,516.9,100.02,2.56,0.14,2.12,62.26,13.07,0.07,24.04,1.64,0.1,43.166666666666664,0.10167310167310169,0.5117502136025416
ASC450,Ginger bread man,biscuit,0,General,Evening Snacks,0,0,0,108.45,17.9,1.96,3.27,8.65,0.47,1901.77,860.39,190.02,11.27,0.63,9.43,142.02,47.91,0.2,40.55,4.65,0.09,38.08510638297872,0.10949720670391062,0.5523328267876768
ASC451,Danish cookies,biscuit,0,General,Dessert,0,0,0,59.71,7.29,0.67,3.13,2.73,0.17,1959.53,787.29,127.56,2.01,0.12,2.04,25.26,10.59,0.06,35.92,1.02,0.0,42.88235294117647,0.09190672153635117,0.466872158119549
ASC452,Short bread cookies,biscuit,0,General,Evening Snacks,0,0,0,77.82,11.38,1.06,3.16,4.09,0.28,1963.23,789.19,140.43,2.8,0.2,3.19,25.47,16.28,0.1,35.92,1.63,0.0,40.64285714285714,0.09314586994727592,0.4735155840120618
ASC453,Coffee biscuit,biscuit,0,General,Breakfast,0,0,0,71.63,8.0,1.19,3.96,3.73,0.27,1654.35,903.69,1114.08,8.41,0.22,6.44,19.35,27.6,0.15,29.36,3.0,0.03,29.629629629629626,0.14875,1.2196754012149786
ASC454,Melting moments,biscuit,0,General,Evening Snacks,0,0,0,72.86,9.29,0.95,3.62,4.16,0.31,2164.51,963.67,196.89,5.06,0.2,3.58,19.82,18.68,0.11,40.01,3.59,0.0,29.96774193548387,0.10226049515608181,0.5361767790400598
ASC455,Ginger biscuit (Adarak ke biscuit),biscuit,0,General,Evening Snacks,0,0,0,56.24,7.87,0.8,2.46,3.64,0.2,1498.74,635.16,114.07,3.49,0.3,2.37,10.72,14.32,0.09,29.36,1.59,0.0,39.35,0.10165184243964422,0.4999065882007553
ASC456,Soyabean muthias,muthia,0,General,Evening Snacks,0,0,0,1126.44,4.97,3.3,121.39,0.22,1.97,14635.26,24967.88,76809.57,16.32,0.8,16.15,105.02,134.6,0.32,0.0,22.43,0.79,2.5228426395939088,0.6639839034205232,6.954263197237357
ASC457,Soyabean tikki,tikki,0,General,Dessert,0,0,0,1156.34,7.26,5.85,122.59,0.58,3.65,14806.64,25213.22,77406.89,48.41,1.72,39.53,146.94,362.71,0.58,0.0,57.9,6.71,1.989041095890411,0.8057851239669421,6.930681775203557
ASC458,Soyabean namak paras,plate,0,General,Dessert,0,0,0,2294.25,12.72,7.25,245.78,0.6,3.87,29625.86,50545.14,155531.09,33.19,1.76,33.33,197.16,269.41,0.65,0.0,45.64,0.0,3.2868217054263567,0.5699685534591195,6.955957734222736
ASC459,Peanut burfi (Moongfali ki burfi),burfi,0,General,Evening Snacks,0,0,0,116.63,10.19,1.97,7.8,9.12,0.87,1218.67,2450.58,3813.83,5.33,0.31,16.58,1.43,57.0,0.27,0.0,7.57,0.0,11.71264367816092,0.19332679097154074,5.140366136854111
ASC460,Spinach peanut namak paras (Palak moongfali namak paras),plate,0,General,Evening Snacks,0,0,0,2339.85,20.92,5.23,248.19,0.89,2.56,30110.99,51637.02,156170.2,42.22,2.12,55.81,231.26,329.29,0.64,0.0,64.2,11.39,8.171875,0.25,6.901374547964049
ASC461,Gram flour and semolina chilla/cheela/savory pancake (Besan suji chilla/cheela),cheela,0,General,Evening Snacks,1,0,0,1142.14,11.49,3.12,120.46,0.38,2.1,14480.59,24691.85,76249.39,18.26,1.01,19.69,112.7,131.46,0.39,0.0,34.83,3.8,5.4714285714285715,0.27154046997389036,6.970796079441514
ASC462,Rice moong dal cheela (Chawal aur moong dal ka cheela),cheela,0,General,Dinner,0,0,0,1163.47,16.22,3.99,120.15,0.22,1.73,14455.78,24623.34,76073.77,7.28,0.75,23.47,208.16,181.57,0.46,0.0,12.8,0.0,9.3757225433526,0.24599260172626392,6.965871782774779
ASC463,Split bengal gram sweet rice (Channa dal sweet rice),plate,0,General,Dinner,0,0,0,418.47,90.36,9.14,1.42,42.7,4.9,203.42,229.37,619.75,66.82,3.89,94.46,18.44,506.4,1.5,0.0,48.48,0.0,18.440816326530612,0.10115095174856131,4.17422082391112
ASC464,Sweet poori (Meethi poori),poori,0,General,Evening Snacks,0,0,0,1193.69,21.75,3.23,121.44,10.9,2.35,14625.65,25074.93,76661.81,52.22,1.72,42.4,3.91,126.22,0.68,0.0,18.38,0.0,9.25531914893617,0.14850574712643677,6.956049132859052
ASC465,Wheat flour and moong dal burfi (Atta aur moong dal ki burfi),piece,0,General,Dinner,0,0,0,115.78,15.75,2.58,4.83,8.17,1.58,2422.15,1435.14,542.95,6.61,0.61,22.2,1.38,104.08,0.43,34.58,9.07,0.0,9.968354430379746,0.16380952380952382,0.8166670107136222
ASC466,Spinach burfi (Palak burfi),piece,0,General,Dessert,0,0,0,105.57,11.12,2.36,5.94,10.56,1.02,3646.88,1225.57,257.9,81.61,0.92,28.88,24.2,234.18,0.33,18.44,39.63,8.57,10.901960784313724,0.21223021582733814,0.4067778484622471
ASC467,Sweet split chickpea roti (Sweet channa dal roti/Puranpoli),roti,0,General,Dinner,0,0,0,195.67,33.44,5.08,4.23,13.2,4.36,2080.46,995.48,591.97,28.45,2.33,60.3,6.43,246.65,1.14,31.12,27.67,0.0,7.669724770642201,0.15191387559808614,0.7630283687261471
