food_code,food_name,servings_unit,veg_nonveg_flag,Region,Meal_Type,is_processed_flag,is_spicy_flag,contains_dairy_flag,energy_kcal,carb_g,protein_g,fat_g,freesugar_g,fibre_g,sfa_mg,mufa_mg,pufa_mg,calcium_mg,iron_mg,magnesium_mg,sodium_mg,potassium_mg,zinc_mg,vita_mcg,folate_mcg,vitc_mg,carb_to_fibre_ratio,protein_to_carb_ratio,unsat_to_sat_fat_ratio
BFP153,Appam,appam,0,South,Dessert,0,0,0,409.28,20.3,4.77,34.6,6.36,9.47,23406.81,2056.4,573.92,9.73,1.26,35.63,40.66,246.79,0.71,0.0,27.59,2.57,2.143611404435058,0.23497536945812805,0.11237413385249849
BFP154,Beans and macaroni,plate,0,General,Dessert,0,0,0,345.99,36.21,11.65,17.83,4.26,5.21,10801.17,4511.16,1058.64,220.83,1.9,68.79,464.74,562.31,1.58,196.83,82.63,16.54,6.950095969289827,0.3217343275338304,0.5156663583667325
BFP155,Spaghetti bolognese,shallow dish,0,General,Dessert,0,0,0,364.68,37.59,35.0,35.62,5.28,4.04,7368.98,4843.86,3492.48,275.72,7.72,109.5,20057.76,1017.97,3.97,80.82,37.77,27.89,9.304455445544555,0.9310986964618249,1.131274613311476
BFP157,Meat and macaroni casserole,small casserole dish,0,General,Evening Snacks,0,0,0,647.01,64.58,36.63,40.72,3.99,4.75,3915.97,3719.16,9240.06,273.44,7.41,89.67,10060.5,1321.28,1.83,38.32,47.45,29.03,13.59578947368421,0.5672034685661196,3.3093256587767526
BFP158,Spaghetti with meat balls and tomato sauce,shallow dish,0,General,Evening Snacks,0,0,0,878.84,58.12,31.16,59.14,10.37,6.2,13449.42,14710.55,26904.78,226.85,3.96,85.05,1051.13,849.54,5.02,45.5,63.03,44.09,9.374193548387096,0.5361321403991741,3.0942100105432058
BFP159,Spaghetti with paneer balls and tomato sauce,shallow dish,0,General,Evening Snacks,0,0,1,785.99,63.09,19.6,51.75,15.0,6.2,10789.82,11130.55,26480.38,400.25,2.72,74.7,989.34,564.95,2.62,40.5,98.36,44.09,10.175806451612903,0.310667300681566,3.4857791881606923
BFP161,Lasagne with meat sauce,dish,0,General,Evening Snacks,0,0,0,1124.63,95.51,51.49,60.95,18.45,8.4,26667.73,25252.46,4002.21,436.77,8.77,146.94,658.03,1577.44,8.09,189.9,112.65,80.17,11.370238095238095,0.5391058527902838,1.097006381870523
BFP162,Lasagne with vegetables,dish,0,General,Evening Snacks,0,0,0,865.02,103.75,29.96,37.96,24.03,11.66,18624.06,13006.49,2920.63,577.89,10.0,232.94,716.66,2221.88,4.09,221.1,286.76,179.9,8.89794168096055,0.2887710843373494,0.8551905438448973
BFP165,Home made egg noodles,curry bowl,1,General,Dessert,1,0,0,541.78,96.55,14.73,9.84,2.33,3.59,1779.77,5798.77,1258.44,35.9,2.58,41.71,398.71,202.73,1.28,43.12,30.08,0.0,26.894150417827298,0.15256343863283273,3.9652370811958852
BFP170,Sour lentils (Khatti dal),curry bowl,0,General,Dinner,0,0,0,126.18,21.9,8.04,0.45,4.54,4.43,70.44,64.27,189.18,30.07,3.09,36.24,419.32,357.34,1.25,0.0,22.49,1.88,4.943566591422122,0.36712328767123287,3.598097671777399
BFP171,Urad special dehusked,curry bowl,0,General,Evening Snacks,0,0,0,184.84,23.59,8.36,5.77,3.52,6.66,3089.8,1382.64,607.58,43.67,2.21,75.95,291.66,621.17,1.22,46.1,54.46,17.4,3.5420420420420418,0.35438745231030094,0.6441258333872742
BFP172,Arhar with spinach (Arhar dal aur palak),curry bowl,0,General,Dinner,0,0,0,213.09,19.22,8.27,11.11,0.93,5.22,6056.89,2808.11,964.9,87.96,3.61,95.94,443.5,829.24,1.19,92.2,105.9,18.79,3.681992337164751,0.4302809573361082,0.6229285986702747
BFP174,Moong dal with vadi,curry bowl,0,General,Dinner,0,0,0,87.28,3.61,1.44,7.42,1.62,1.43,4178.62,1890.09,585.16,10.83,0.66,14.42,407.29,122.01,0.21,64.54,11.52,10.19,2.5244755244755246,0.3988919667590028,0.592360635807994
BFP176,Rasam with tamarind (Puli rasam/ Chintapandu rasam/ Charu/Saaru),curry bowl,0,South,Dessert,0,0,0,104.25,13.14,4.41,3.44,3.24,6.22,431.18,836.11,1773.03,64.56,2.28,57.17,405.88,509.39,0.64,0.0,28.68,17.27,2.112540192926045,0.3356164383561644,6.0511619277331965
BFP177,Rasam with lemon (Nimmakaya rasam/Nimmakaya charu/Elumichai rasam/Nimbe hannina saaru),curry bowl,0,South,Evening Snacks,0,0,0,96.27,11.22,4.36,3.45,1.75,6.06,437.86,835.06,1779.99,61.36,2.03,55.13,405.28,491.06,0.63,0.0,28.91,19.71,1.8514851485148518,0.38859180035650626,5.972342757959165
BFP178,Green gram whole with baghar (Sabut moong dal with tadka),bowl,0,General,Dinner,0,0,0,143.19,15.34,7.29,5.6,0.33,6.81,3054.25,1400.54,525.0,56.51,2.27,73.52,410.11,434.87,0.94,46.1,45.28,0.48,2.2525697503671074,0.47522816166883963,0.6304460996971433
BFP179,Urad sabut special,bowl,0,General,Dessert,0,0,0,350.76,22.23,10.29,24.13,3.82,9.5,14001.16,6176.31,1614.83,94.76,3.14,90.81,265.47,708.94,1.48,232.25,80.51,28.45,2.34,0.4628879892037786,0.5564638929917236
BFP185,Kabuli channa curry,bowl,0,General,Dinner,0,0,0,243.87,27.13,10.39,10.87,4.41,3.97,1377.88,2235.58,6371.83,113.91,3.39,83.24,434.06,675.69,1.57,1.4,93.09,16.22,6.833753148614609,0.3829708809436049,6.246850233692339
BFP187,Besan gatte curry,bowl,0,General,Dinner,0,0,0,484.17,41.56,19.83,27.41,11.5,8.3,5726.04,6016.18,13710.09,386.26,4.84,94.83,910.85,702.03,2.28,18.2,135.02,13.39,5.00722891566265,0.47714148219441765,3.4450108626555176
BFP190,Dry masala chops,chops,0,General,Dessert,0,1,0,199.37,4.87,13.4,14.08,3.35,1.26,1214.08,1286.05,3268.07,165.68,2.05,15.74,123.21,324.69,0.34,8.4,15.19,1.87,3.865079365079365,2.751540041067762,3.7510872430152875
BFP194,Mutton korma,bowl,1,General,Dessert,0,0,0,423.78,9.28,25.99,31.28,5.99,2.85,4280.72,3543.29,6630.1,289.75,4.0,31.63,208.65,607.86,0.6,66.6,31.82,5.54,3.2561403508771924,2.800646551724138,2.37656048515203
BFP196,Shahi keema kofta curry,bowl,0,General,Dinner,0,0,0,2580.27,10.69,25.55,270.44,4.81,5.59,38087.98,58643.32,161365.75,89.54,4.16,74.42,645.05,738.24,4.8,6.0,34.57,20.97,1.9123434704830053,2.390084190832554,5.776338624416416
BFP197,Minced meat ball curry,bowl,0,General,Dinner,0,0,0,409.6,10.66,25.43,29.28,4.75,5.55,9139.34,9123.67,8770.62,88.95,3.75,70.78,634.46,724.11,4.77,6.0,33.86,20.62,1.9207207207207209,2.3855534709193247,1.9579411642416193
BFP198,Boti kebab,kebab,0,General,Dessert,0,0,0,72.66,1.67,5.04,5.07,1.14,0.41,328.61,390.94,1053.41,53.97,0.77,5.46,42.74,121.22,0.1,1.68,6.58,4.52,4.073170731707317,3.0179640718562877,4.395331852347768
BFP199,Mutton seekh kebab,kebab,1,General,Dessert,0,0,0,60.25,1.4,5.06,3.79,0.63,0.85,51.04,194.14,115.77,52.83,0.99,8.92,45.96,121.28,0.1,0.0,5.3,3.97,1.6470588235294117,3.6142857142857143,6.071904388714733
BFP201,Indian lamb and egg curry (Nargisi kofta),kofta,1,General,Dinner,0,0,0,1312.54,8.09,15.01,135.64,2.92,2.33,19587.38,29550.84,80101.38,50.46,2.16,31.52,224.54,335.4,2.18,98.07,44.36,7.67,3.4721030042918453,1.8553770086526575,5.598105514877436
BFP203,Soya chunks sweet and sour (Nutrinugget sweet and sour),bowl,0,General,Dessert,0,0,0,2312.3,15.11,13.17,258.45,5.06,3.96,30475.44,51413.06,155443.64,64.12,3.23,51.83,10421.17,514.44,0.8,56.24,40.59,37.78,3.8156565656565657,0.8716082064857711,6.787652614695638
BFP204,Soya chunks korma (Nutrinugget korma),bowl,0,General,Evening Snacks,0,0,0,326.86,19.08,9.6,23.62,11.6,6.39,5592.86,5317.68,10745.21,223.1,2.94,83.48,370.5,627.39,1.55,21.0,49.69,11.59,2.9859154929577465,0.5031446540880503,2.8720350589859214
BFP205,Mushroom matar,bowl,0,General,Evening Snacks,0,0,0,186.06,14.02,7.34,10.8,3.66,8.24,1365.42,2132.62,6730.59,56.33,2.14,57.08,162.03,564.92,0.96,0.0,54.07,39.15,1.7014563106796114,0.5235378031383737,6.491196847856337
BFP206,Soya chunks and peas (Nutrinugget matar),bowl,0,General,Dessert,0,0,0,184.17,12.97,6.75,11.39,3.66,6.37,1427.69,2288.52,6972.79,45.3,2.2,50.7,158.19,386.72,1.0,0.0,52.1,39.15,2.036106750392465,0.5204317656129529,6.48691942928787
BFP207,Vegetable yakhni,bowl,0,General,Evening Snacks,0,0,0,2329.72,11.13,6.74,251.28,8.23,3.52,31726.84,54889.79,153879.5,250.58,1.4,44.78,218.33,475.07,1.0,28.0,60.84,5.43,3.1619318181818183,0.605570530098832,6.580210635537608
BFP208,Spinach mushroom (Palak mushroom),bowl,0,General,Dessert,0,0,0,140.54,8.72,5.73,8.72,2.94,6.7,2917.34,1793.93,3320.54,146.8,4.97,153.8,209.42,1227.78,0.96,38.32,232.9,60.21,1.301492537313433,0.6571100917431193,1.7531278493422089
BFP210,Vegetarian nargisi kofta curry,kofta,0,General,Dinner,0,0,0,1325.26,26.25,9.13,131.43,6.57,3.44,18656.02,27372.68,79521.77,187.88,1.53,44.48,293.49,589.32,1.34,21.83,57.94,27.25,7.6308139534883725,0.34780952380952385,5.729756400346913
BFP212,Roast chicken,joint,1,General,Dessert,0,0,0,266.62,0.13,27.32,17.42,0.06,0.04,4928.83,2807.88,674.55,18.15,1.05,25.8,95.64,373.45,0.98,80.55,13.16,0.3,3.25,210.15384615384616,0.7065429320954466
BFP214,Shahi chicken masala,bowl,1,General,Dessert,0,1,0,571.54,14.19,34.3,41.96,9.98,3.36,10080.0,8333.86,13694.26,288.68,3.12,75.97,497.75,806.22,2.2,70.75,65.41,9.92,4.223214285714286,2.417195207892882,2.1853293650793653
BFP216,Tomato chicken,bowl,1,General,Evening Snacks,0,0,0,196.84,3.76,18.63,11.84,1.64,2.51,1207.71,1810.24,3007.26,37.43,1.53,37.53,184.77,444.46,0.85,5.57,24.19,24.53,1.49800796812749,4.954787234042553,3.9889543019433473
BFP217,Creamy chicken,bowl,1,General,Evening Snacks,0,0,0,332.36,6.8,29.39,20.82,4.59,1.51,4142.88,3433.69,4447.78,109.52,1.79,46.84,211.08,582.58,1.39,60.4,32.64,7.46,4.503311258278146,4.322058823529412,1.902413297030085
BFP218,Broccoli chicken ala king,bowl,1,General,Evening Snacks,0,0,0,282.27,12.6,18.83,17.88,5.87,4.54,8611.88,3839.76,864.54,173.19,1.83,45.5,245.56,701.77,1.59,145.78,105.46,79.81,2.7753303964757707,1.4944444444444442,0.5462570309851044
BFP220,Ginger chicken,bowl,1,General,Dessert,0,0,0,495.91,21.5,31.65,31.64,7.48,4.66,3574.5,5382.62,13495.4,70.68,3.7,76.72,1404.63,878.69,1.52,8.35,64.3,49.96,4.613733905579399,1.4720930232558138,5.281303678836201
BFP221,Chicken sweet and sour,bowl,1,General,Evening Snacks,0,0,0,2499.6,14.97,38.86,267.27,5.0,3.24,31354.64,52442.26,155484.03,123.41,5.24,73.27,10164.41,861.84,2.08,64.59,50.11,37.78,4.62037037037037,2.5958583834335336,6.631436049018583
BFP222,Chicken korma,bowl,1,General,Evening Snacks,0,0,0,513.46,18.84,34.12,33.57,11.53,6.31,6469.91,6346.34,10778.71,238.28,3.68,102.63,413.7,963.1,2.34,29.35,58.86,10.02,2.9857369255150554,1.81104033970276,2.646876077101536
BFP223,Bengal fish curry (Bengali machli curry),bowl,1,General,Dinner,0,0,0,339.76,13.72,22.55,21.82,7.41,5.98,4882.74,10374.07,4498.75,137.97,2.63,85.75,237.14,645.72,1.36,34.51,46.45,9.39,2.294314381270903,1.6435860058309038,3.045998762989633
BFP226,Fish finger,fillet,1,General,Dessert,0,0,0,2408.26,19.85,25.09,247.62,0.76,1.51,32253.79,51139.25,153253.33,50.48,1.69,53.97,459.32,600.57,1.15,79.81,34.81,14.13,13.145695364238412,1.2639798488664986,6.337009697154969
BFP229,Fish in coconut milk (Nariyal ke doodh ke saath machli),dish,1,General,Dessert,0,0,1,280.64,8.89,28.19,14.43,5.04,4.93,6896.5,1603.87,3372.28,71.43,2.98,76.39,240.68,619.8,1.24,19.61,38.0,10.71,1.8032454361054768,3.170978627671541,0.721547161603712
BFP230,Prawn curry (with coconut) (Jhinga curry),bowl,1,General,Dinner,0,0,0,313.44,8.88,24.44,19.83,5.82,4.48,7056.7,2969.37,6806.91,106.57,2.74,102.05,1075.42,431.04,2.05,1.86,43.62,3.72,1.9821428571428572,2.7522522522522523,1.3853897714229029
BFP231,Baked stuffed fish,fish,1,General,Evening Snacks,0,0,0,742.09,12.91,98.2,33.02,2.11,2.29,17576.59,6945.13,4952.79,114.39,2.16,178.56,452.46,1478.4,2.93,228.19,67.06,13.01,5.637554585152839,7.606506584043378,0.6769185604261122
BFP232,Fish pie,pie,1,General,Evening Snacks,0,0,0,369.44,23.66,28.27,17.64,3.46,2.31,10233.35,4153.3,1687.84,110.47,1.4,75.03,311.08,966.53,1.25,133.69,37.04,27.02,10.242424242424242,1.194843617920541,0.570794510106661
BFP233,Crispy baked fish,casserole dish,1,General,Dessert,0,0,0,391.68,27.13,31.0,18.15,4.32,3.42,10035.88,4065.34,1655.35,169.9,1.54,68.56,544.56,590.7,1.45,160.69,46.78,16.97,7.932748538011696,1.1426465167711022,0.5700237547678929
BFP234,Fish souffle,dish,1,General,Dessert,0,0,0,412.61,15.18,31.04,25.24,6.18,0.57,13672.86,6869.05,2091.29,188.64,1.74,54.63,273.05,494.21,1.69,244.27,45.24,2.41,26.63157894736842,2.0447957839262187,0.6553376543020261
BFP239,Potato curry (Aloo ki sabzi),bowl,0,General,Dinner,0,0,0,180.52,21.0,3.06,9.01,3.19,4.88,1105.93,1937.33,5411.6,47.84,1.96,50.99,158.02,772.92,0.62,0.0,35.58,42.18,4.30327868852459,0.1457142857142857,6.645022741041476
BFP240,Egg curry (Anda curry),bowl,1,General,Dinner,0,0,0,178.13,6.11,8.16,13.35,2.87,3.17,2541.37,3664.01,5858.6,63.04,2.3,32.92,215.41,300.92,0.96,99.0,44.73,19.03,1.9274447949526816,1.3355155482815058,3.747038014928956
BFP241,Vegetable curry with coconut ,bowl,0,General,Dinner,0,0,0,308.67,26.7,10.31,17.3,5.24,12.43,6712.76,2448.97,5531.14,72.92,3.52,86.06,161.25,800.62,1.69,0.0,87.67,69.6,2.148028962188254,0.3861423220973783,1.188797156460234
BFP242,Curd with potatoes (Dahi aloo),bowl,0,General,Dessert,0,0,1,227.19,27.1,5.93,10.32,6.9,4.5,2046.68,2197.66,5433.04,137.91,1.79,60.21,197.18,983.29,0.95,14.0,44.72,42.93,6.022222222222222,0.2188191881918819,3.728330760060195
BFP246,Potato kofta curry (Aloo kofta curry),bowl,0,General,Dinner,0,0,0,4645.42,28.4,5.71,500.7,6.43,5.71,61913.28,103630.55,314222.22,79.29,2.65,70.43,307.27,995.33,0.96,53.55,48.57,46.64,4.973730297723292,0.20105633802816902,6.749000699042273
BFP249,Yam kofta curry (Zimikand/Suran kofta curry),bowl,0,General,Dinner,0,0,0,2422.44,28.13,5.36,253.85,4.7,7.79,32112.94,52319.58,158687.2,62.66,2.33,64.15,316.78,817.95,0.81,53.55,43.47,36.07,3.6110397946084722,0.19054390330607893,6.570771159538804
BFP250,Jackfruit kofta curry (Kathal ka kofta curry),bowl,0,General,Dinner,0,0,0,2408.96,23.76,6.04,253.83,17.97,7.23,32106.97,52357.06,158646.08,85.26,1.83,65.88,300.38,597.15,0.62,53.55,63.24,27.49,3.2863070539419086,0.2542087542087542,6.571879563845482
BFP257,Spinach and potato (Palak aloo),bowl,0,General,Evening Snacks,0,0,0,191.57,19.81,5.46,9.45,3.13,6.83,1323.43,1785.85,5737.34,146.35,5.32,165.65,209.3,1532.3,1.11,0.0,242.0,78.73,2.9004392386530014,0.2756183745583039,5.684614977747217
BFP258,Mooli bhujia,bowl,0,General,Dessert,0,0,0,180.96,9.41,3.35,14.39,2.13,4.68,1791.91,8091.4,3261.36,261.67,4.69,80.18,178.04,560.73,0.76,0.0,75.87,80.77,2.0106837606837606,0.35600425079702447,6.3355637280890225
BFP259,Bathua bhujia,bowl,0,General,Dessert,0,0,0,180.36,7.2,4.49,14.46,2.14,7.55,1802.97,8072.82,3315.04,329.07,4.68,86.8,162.68,769.73,1.63,0.0,71.68,66.6,0.9536423841059604,0.6236111111111111,6.31616721298746
BFP261,Cabbage rolls (dry) ((Pattagobhi rolls) (dry)),roll,0,General,Dessert,0,0,0,118.47,5.07,6.82,7.78,1.05,1.53,3179.29,2440.67,1584.23,26.22,0.81,17.41,98.16,210.01,1.19,20.66,19.01,12.69,3.3137254901960786,1.3451676528599605,1.2659744785785505
BFP262,Cabbage rolls (curry) ((Pattagobhi rolls)(curry)),roll,0,General,Dinner,0,0,0,181.48,10.24,8.39,11.89,5.54,3.42,3685.49,3273.64,4162.42,43.43,1.38,38.45,180.55,620.13,1.42,20.66,34.04,26.91,2.994152046783626,0.8193359375,2.017658438905003
BFP263,Dry arbi (Sookhi arbi),bowl,0,General,Dessert,0,0,0,270.69,22.28,4.24,17.99,3.11,4.96,2202.75,3690.56,11296.0,45.67,1.37,51.67,162.97,647.72,0.62,0.0,32.76,8.11,4.491935483870968,0.19030520646319568,6.803568266939053
BFP264,Masala arbi,bowl,0,General,Dessert,0,1,0,215.37,18.77,3.49,13.83,0.94,3.6,1682.31,2808.71,8672.66,37.27,1.15,40.88,303.59,543.17,0.46,0.0,20.12,1.9,5.213888888888889,0.18593500266382526,6.824764757981584
BFP266,Peas brinjal bhartha (Matar baingan bhartha),small bowl,0,General,Evening Snacks,0,0,0,221.23,13.13,5.37,15.84,4.12,9.5,1966.12,3154.06,9863.38,51.35,1.64,57.57,166.56,586.18,0.84,0.0,82.49,27.86,1.3821052631578947,0.408987052551409,6.62087766769068
BFP269,Okra/Lady's fingers fry (Bhindi sabzi/sabji/subji),bowl,0,General,Dinner,0,0,0,184.32,7.49,3.04,15.43,2.37,5.94,1918.19,3133.72,9693.24,112.92,1.47,87.5,154.32,387.63,0.68,0.0,85.27,29.07,1.2609427609427608,0.40587449933244324,6.687012235492833
BFP270,Crispy okra/Crispy lady's fingers (Karare bhindi),small bowl,0,General,Dessert,0,0,0,2254.47,14.9,6.55,241.28,0.89,6.01,28998.37,49493.35,152634.44,94.64,1.91,70.45,138.53,308.94,0.73,0.0,90.04,18.14,2.4792013311148087,0.4395973154362416,6.970315572909788
BFP272,Beans foogath,small bowl,0,General,Evening Snacks,0,0,0,190.35,5.9,3.67,16.71,3.07,7.51,5516.68,2544.6,6673.58,80.07,1.73,56.13,147.16,469.76,0.64,0.0,86.05,6.36,0.7856191744340879,0.6220338983050847,1.6709651457035752
BFP273,Stuffed bittergourd (wet) (Bharwa karele),bowl,0,General,Dessert,0,0,0,254.05,7.32,2.13,23.85,3.06,4.48,2974.45,4851.71,15001.66,26.99,1.43,37.86,563.43,385.16,0.54,0.0,63.07,46.93,1.6339285714285714,0.29098360655737704,6.674635646926323
BFP274,Jackfruit/Kathal (dry),bowl,0,General,Dessert,0,0,0,2363.8,22.07,4.49,250.33,17.16,6.42,30119.01,51347.19,158453.2,61.81,1.61,56.6,162.84,513.66,0.45,0.0,55.34,21.72,3.4376947040498442,0.20344358858178524,6.965713348479914
BFP275,Yam fried (Zimikand/Suran fried),bowl,0,General,Evening Snacks,0,0,0,2377.28,26.44,3.82,250.36,3.88,6.97,30124.98,51309.72,158494.33,39.2,2.1,54.87,179.23,734.46,0.64,0.0,35.57,30.3,3.7934002869440464,0.14447806354009077,6.964454416235297
BFP276,"Cauliflower, pea and potato bhujia (Phoolgobhi, matar aur aloo bhujia)",bowl,0,General,Evening Snacks,0,0,0,182.93,15.74,5.27,10.59,2.81,6.24,1330.54,2108.42,6606.54,40.26,1.87,49.04,165.0,583.79,0.85,0.0,60.04,53.51,2.5224358974358974,0.3348157560355781,6.549942128759751
BFP277,Vegetable jalfrezi,bowl,0,General,Dessert,0,0,0,68.88,5.46,1.41,4.4,1.81,2.99,560.39,876.35,2732.32,27.27,0.69,23.02,79.92,272.5,0.24,0.0,28.48,26.08,1.826086956521739,0.2582417582417582,6.439568871678652
BFP278,Vegetables stir fry ,small bowl,0,General,Evening Snacks,0,0,0,119.59,12.41,4.02,5.72,3.32,5.34,742.64,1159.05,3470.18,51.67,1.34,33.43,213.66,447.07,0.83,0.0,61.93,38.17,2.3239700374531838,0.3239323126510878,6.233477862759883
BFP279,Broccoli delight,bowl,0,General,Dessert,0,0,0,81.19,4.67,4.97,4.96,2.15,5.64,677.2,2481.93,1281.18,53.84,1.42,34.11,118.22,514.35,0.79,0.0,97.64,79.0,0.8280141843971631,1.0642398286937902,5.556866509155345
BFP280,Dhansak (vegetarian),bowl,0,General,Dessert,0,0,0,199.57,17.54,8.01,10.07,2.18,10.05,2261.56,1830.35,4936.08,63.64,3.05,68.2,82.38,637.49,1.21,0.0,45.12,13.25,1.7452736318407958,0.4566704675028506,2.991930348962663
BFP282,Cauliflower basket,portion,0,General,Evening Snacks,0,0,0,219.61,9.59,12.57,14.2,3.54,5.79,7919.63,3905.4,1024.09,241.92,2.22,49.72,468.97,623.37,1.58,164.9,88.46,71.55,1.6563039723661486,1.310740354535975,0.6224394321451886
BFP284,Stuffed bottle gourd (Stuffed ghiya/lauki),portion,0,General,Evening Snacks,0,0,0,330.81,15.48,20.72,20.6,5.4,4.19,10920.67,6532.72,1122.91,255.0,2.33,48.73,379.8,530.51,3.23,167.4,92.91,9.01,3.694510739856802,1.338501291989664,0.7010220068915186
BFP286,Ducheese potato,potato,0,General,Dessert,0,0,1,60.38,4.7,1.55,3.87,0.12,0.56,2198.49,1060.69,237.11,7.77,0.33,8.72,44.61,181.86,0.19,51.39,8.71,7.23,8.392857142857142,0.32978723404255317,0.5903142611519726
BFP287,Roast potatoes ,potato,0,General,Evening Snacks,0,0,0,67.49,11.22,1.18,1.82,0.25,1.32,1075.29,429.14,154.69,8.02,0.44,18.47,70.08,408.3,0.21,19.16,11.66,17.36,8.5,0.1051693404634581,0.5429512038612839
BFP288,Stuffed baked potatoes ,potato,0,General,Evening Snacks,0,0,0,104.25,11.48,3.97,4.57,0.42,1.36,2284.16,1357.86,408.55,26.76,0.84,21.8,95.81,446.5,0.48,73.32,23.25,18.77,8.441176470588236,0.34581881533101044,0.7733302395629028
BFP289,Potato nests,nest,0,General,Evening Snacks,0,0,0,213.71,21.15,10.93,9.12,2.7,4.76,5276.92,2488.48,559.9,105.78,1.66,49.61,348.7,652.91,1.43,90.1,49.55,37.47,4.44327731092437,0.5167848699763593,0.5776816779485002
BFP290,Parsley potato,bowl,0,General,Dessert,0,0,0,129.67,14.99,1.62,6.81,0.37,1.73,4212.49,1686.78,357.78,12.4,0.6,24.48,5.02,545.49,0.29,76.64,16.5,23.82,8.664739884393065,0.10807204803202135,0.4853566417961823
BFP291,Creamed spinach and mushroom,bowl,0,General,Evening Snacks,0,0,0,2496.71,18.85,13.55,262.62,6.99,6.06,40565.83,54750.11,155687.98,389.65,5.38,161.2,536.73,1292.58,1.86,163.3,234.02,48.37,3.110561056105611,0.7188328912466844,5.1875701791384525
BFP292,Fricassee of Mushroom,dish,0,General,Dessert,0,0,0,299.55,22.84,10.25,18.63,7.04,3.47,11246.95,4716.2,847.88,238.62,1.01,34.36,334.15,426.24,1.0,166.45,37.46,39.68,6.582132564841499,0.44877408056042034,0.4947190127101125
BFP293,Cauliflower au gratin,bowl,0,General,Evening Snacks,0,0,0,490.71,30.72,14.98,34.32,10.14,4.85,20812.04,8722.24,1390.39,402.56,1.93,53.78,554.83,609.79,1.77,307.0,69.55,50.15,6.334020618556702,0.48763020833333337,0.485902871607012
BFP294,Vegetable and cheese pie,dish,0,General,Evening Snacks,0,0,1,615.15,42.46,19.53,40.15,13.06,9.27,24752.95,10389.5,1784.04,482.32,2.81,94.27,572.06,1182.85,2.66,372.32,104.25,55.0,4.580366774541532,0.4599623174752709,0.4918015832456334
BFP296,Spinach souffle ,small bowl,0,General,Dessert,0,0,0,300.87,12.57,14.74,21.08,1.78,2.88,11515.4,5984.92,1491.64,267.83,4.31,106.19,488.96,771.94,1.88,281.46,172.47,30.28,4.364583333333334,1.1726332537788384,0.649266200045157
BFP299,Beetroot and egg salad (Chukandar aur ande ka salad),small bowl,1,General,Evening Snacks,0,0,0,188.94,7.57,7.47,14.36,4.38,1.23,1511.95,1757.07,630.7,40.33,1.22,14.42,245.03,149.05,0.79,99.0,41.14,6.0,6.154471544715448,0.9867899603698811,1.5792651873408512
BFP300,Sour cream potato salad,small bowl,0,General,Evening Snacks,0,0,0,276.51,20.54,6.55,18.43,1.89,2.74,1689.94,7753.94,3517.67,52.74,2.04,43.53,232.88,833.84,0.94,61.2,52.99,37.28,7.496350364963503,0.31888997078870496,6.669828514621821
BFP301,Tossed green salad,small bowl,0,General,Dessert,0,0,0,108.73,8.32,2.91,7.06,4.14,2.89,165.12,92.32,318.95,73.49,2.76,41.73,141.89,460.47,0.61,0.0,75.97,58.24,2.878892733564014,0.34975961538461536,2.490734011627907
BFP302,Spring basket salad,basket,0,General,Dessert,0,0,0,336.96,24.37,7.06,23.72,3.08,6.49,1943.32,13917.83,6497.44,95.86,1.79,43.58,54.65,529.6,1.24,23.4,109.53,70.79,3.7550077041602465,0.2897004513746409,10.5053568120536
BFP303,Cucumber and yogurt salad (Kheere aur dahi ka salad),small plate,0,General,Evening Snacks,0,0,1,41.58,5.44,2.41,1.07,2.62,1.91,633.52,248.06,102.9,78.83,0.6,25.17,163.11,248.03,0.37,8.4,21.36,6.74,2.848167539267016,0.4430147058823529,0.5539840889001137
BFP305,Chicken and tomato towers,stuffed tomato,1,General,Evening Snacks,0,0,0,265.55,6.24,18.22,18.46,3.19,3.02,1572.2,7620.26,3509.86,46.33,2.04,45.64,200.75,562.07,0.94,16.92,49.49,56.69,2.066225165562914,2.9198717948717947,7.079328329729043
BFP306,Jellied sunshine fruit salad,small mould,0,General,Evening Snacks,0,0,0,121.43,10.45,14.54,2.11,7.11,4.47,265.32,320.09,1401.29,92.3,2.16,42.82,184.39,357.87,0.54,0.0,37.7,28.75,2.337807606263982,1.3913875598086125,6.487939092416704
BFP307,Tomato aspic,small mould,0,General,Evening Snacks,0,0,0,107.16,10.69,14.62,0.56,6.82,3.37,152.43,57.17,296.8,94.21,2.51,44.16,208.84,410.1,0.49,0.0,39.01,35.87,3.172106824925816,1.3676333021515434,2.3221806730958474
BFP308,Frozen frosty fruit salad (Phalon ka salaad),slice,0,General,Evening Snacks,0,0,0,241.17,36.37,3.91,9.72,33.51,0.61,5818.03,2652.47,491.07,66.67,0.95,18.56,30.83,241.09,0.53,150.75,20.91,33.45,59.62295081967213,0.10750618641737697,0.5403100362150075
BFP310,French dressing,cup,0,General,Evening Snacks,0,0,0,1477.32,7.4,0.65,160.36,6.06,0.44,22935.65,117076.49,13253.41,14.05,0.97,9.13,525.75,55.23,0.14,0.0,1.95,6.42,16.81818181818182,0.08783783783783784,5.682415802473442
BFP312,Mayonnaise without eggs,cup,1,General,Dessert,0,0,0,1274.26,15.43,8.25,131.05,14.27,0.17,23705.37,90721.02,10283.53,292.51,1.03,26.44,749.66,313.82,0.89,0.0,18.85,12.05,90.76470588235293,0.5346727154893065,4.260829930096008
